genus,species,subclass,family,alien,main.habitat,detailed.habitat,life.form,ldetailed.life.form,sum.2007,status,listed.for.hf,verified,reason.not.listed,current,historical,synonyms,common.name,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,grout,simes
Prunus,nigra,Rosidae,Rosaceae,0,O,OE,S,S,0,M,0,1,NOT DEF HF,0,1,NA,Canada Plum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prunus,pensylvanica,Rosidae,Rosaceae,0,O,OE,T,T,9,O,1,1,NA,1,1,NA,Pin Cherry,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0
Prunus,persica,Rosidae,Rosaceae,1,O,OE,T,T,1,U,1,1,NA,1,1,NA,Peach,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prunus,serotina,Rosidae,Rosaceae,0,F,F,T,T,30,C,1,1,NA,1,1,NA,Black Cherry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
Prunus,sp.,Rosidae,Rosaceae,0,NA,NA, ,NA,3,U,0,1,GEN,1,1,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Prunus,virginiana,Rosidae,Rosaceae,0,O,OE RW,S,S,9,O,1,1,NA,1,1,NA,Choke Cherry,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Pteridium,aquilinum,Pteridophyte,Dennstaedtiaceae,0,F,F PR OB,F,F,31,C,1,1,NA,1,1,NA,Bracken,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Pushkinia,libanotica,NA,NA,0,NA,NA,NA,NA,1,U,0,0,NDN,1,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyrola,americana,Dilleniidae,Pyrolaceae,0,F,F,H,HE,6,O,1,1,NA,1,1,NA,Round-leaved Pyrola,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
Pyrola,chlorantha,Dilleniidae,Pyrolaceae,0,F,FR,H,HE,3,U,1,1,NA,1,1,NA,Green Shinleaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Pyrola,elliptica,Dilleniidae,Pyrolaceae,0,F,F,H,HE,9,O,1,1,NA,1,1,NA,Common Shinleaf,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Pyrola,sp.,Dilleniidae,Pyrolaceae,0,NA,NA,FH,NA,5,U,0,1,GEN,1,1,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Pyrus,communis,Rosidae,Rosaceae,1,NA,NA,T,T,0,M,0,1,NDN,1,1,NA,Pear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyrus,x soulardii,Rosidae,Rosaceae,1,P,P,T,T,0,M,0,1,NDN,0,1,NA,Soulard Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quercus,alba,Hamameliidae,Fagaceae,0,F,F,T,T,27,C,1,1,NA,1,1,NA,Whit Oak,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
Quercus,coccinea,Hamameliidae,Fagaceae,0,F,F,T,T,3,U,1,1,NA,1,1,NA,Scarlet Oak,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quercus,prinus,Hamameliidae,Fagaceae,0,F,F,T,T,1,U,1,1,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Quercus,rubra,Hamameliidae,Fagaceae,0,F,F,T,T,32,C,1,1,NA,1,1,NA,Northern Red Oak,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Quercus,velutina,Hamameliidae,Fagaceae,0,F,F,T,T,7,O,1,1,NA,1,1,NA,Black Oak,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Ranunculus,abortivus,Magnoliidae,Ranunculaceae,0,F,FR,H,HS,1,U,1,1,NA,1,0,NA,Dwarf Buttercup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranunculus,acris,Magnoliidae,Ranunculaceae,1,O,OP RW,H,HL,4,U,1,1,NA,1,1,NA,Common Buttercup,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ranunculus,aquatilis,Magnoliidae,Ranunculaceae,0,W,WP,A,AS,0,M,1,1,NA,0,1,NA,White Water Crowfoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranunculus,bulbosus,Magnoliidae,Ranunculaceae,1,O,OG,H,HL,2,U,1,1,NA,1,1,NA,Bulbous Buttercup,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranunculus,recurvatus,Magnoliidae,Ranunculaceae,0,F,FR,H,HS,6,O,1,1,NA,1,1,NA,Hooked Buttercup,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Ranunculus,repens,Magnoliidae,Ranunculaceae,1,O,OD,H,HS,1,U,1,1,NA,1,1,NA,Creeping Buttercup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhamnus,cathartica,Rosidae,Rhamnaceae,1,F,F,T,T,3,U,1,1,NA,1,1,NA,Common Buckthorn,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rhamnus,frangula,Rosidae,Rhamnaceae,1,F,F,T,T,6,O,1,1,NA,1,0,NA,European Buckthorn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
Rhododendron,canadense,Dilleniidae,Ericaceae,0,W,WB,S,S,5,U,1,1,NA,1,1,NA,Rhodora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
Rhododendron,maximum,Dilleniidae,Ericaceae,1,O,RW,S,SE,0,M,1,1,NA,0,1,NA,Great Laurel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhododendron,prinophyllum,Dilleniidae,Ericaceae,0,F,F,S,S,9,O,1,1,NA,1,1,R. roseum,Common Pinkster Flower,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Rhododendron,sp.,Dilleniidae,Ericaceae,0,MF,NA, ,NA,19,F,0,1,GEN,1,1,NA,NA,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1
Rhododendron,viscosum,Dilleniidae,Ericaceae,0,W,WF,S,S,1,U,1,0,NA,0,1,NA,White Azalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhus,copallina,Rosidae,Anacardiaceae,0,O,OB,S,S,1,U,1,1,NA,1,1,R. copallina,Dwarf Sumac,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhus,glabra,Rosidae,Anacardiaceae,0,O,OE,T,T,0,M,1,1,NA,0,1,NA,Smooth Sumac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhus,hirta,Rosidae,Anacardiaceae,0,O,OE,T,T,11,F,1,1,NA,1,1,R. typhina,Staghorn Sumac,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Rhynchospora,alba,Commelinidae,Cyperaceae,0,W,WB,G,GL,3,U,1,1,NA,1,1,NA,White Beakrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Rhynchospora,capitellata,Commelinidae,Cyperaceae,0,W,WO WP,G,GL,3,U,1,1,NA,1,1,NA,Beak-rush,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Rhynchospora,fusca,Commelinidae,Cyperaceae,0,W,WB WP,G,GL,3,U,1,1,NA,1,0,NA,Dark Beakrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Ribes,glandulosum,Rosidae,Grossulariaceae,0,W,WF,S,S,3,U,1,1,NA,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ribes,hirtellum,Rosidae,Grossulariaceae,0,F,F,S,S,0,M,1,1,NA,0,1,NA,Northern Gooseberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ribes,rubrum,Rosidae,Grossulariaceae,1,F,F,S,S,2,U,1,1,NA,1,1,NA,Garden Red Currant,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Robinia,pseudoacacia,Rosidae,Fabaceae,1,O,OE,T,T,3,U,1,1,NA,1,1,NA,Black Locust,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rosa,carolina,Rosidae,Rosaceae,0,F,FR,S,S,1,U,1,1,NA,1,1,NA,Carolina Rose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rosa,multiflora,Rosidae,Rosaceae,1,F,F,S,S,3,U,1,1,NA,1,0,NA,Multiflora Rose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Rosa,palustris,Rosidae,Rosaceae,0,W,WP,S,S,1,U,1,1,NA,1,1,NA,Swamp Rose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rubus,allegheniensis,Rosidae,Rosaceae,0,O,OE,S,S,14,F,1,1,NA,1,1,NA,Common Blackberry,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1
Rubus,canadensis,Rosidae,Rosaceae,0,O,RW,S,S,2,U,1,1,NA,1,1,NA,Canada Blackberry,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rubus,flagellaris,Rosidae,Rosaceae,0,O,OB OD,S,S,4,U,1,1,NA,1,1,NA,Prickly Dewberry,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rubus,hispidus,Rosidae,Rosaceae,0,W,WF,S,SDE,29,C,1,1,NA,1,1,NA,Bristly Dewberry,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
Rubus,idaeus,Rosidae,Rosaceae,0,O,OE RW,S,S,13,F,1,1,NA,1,1,NA,Red Raspberry,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
Rubus,occidentalis,Rosidae,Rosaceae,0,O,OE,S,S,2,U,1,1,NA,1,1,NA,Black Raspberry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rubus,odoratus,Rosidae,Rosaceae,0,O,RW,S,S,3,U,1,1,NA,1,1,NA,Purple-flowering Raspberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Rubus,pubescens,Rosidae,Rosaceae,0,W,WF,H,HS,21,C,1,1,NA,1,1,NA,Dwarf Blackberry,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1
Rubus,setosus,Rosidae,Rosaceae,0,W,WP,S,S,0,M,1,1,NA,0,1,NA,Bristly Blackberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudbeckia,hirta,Asteridae,Asteraceae,1,O,OP OG RP,H,HL,4,U,1,1,NA,1,1,NA,Black-eyed Susan,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Rumex,acetosella,Caryophyllidae,Polygonaceae,1,O,OD RP,H,HS,10,O,1,1,NA,1,1,NA,Sheep Sorrel,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0
Rumex,crispus,Caryophyllidae,Polygonaceae,1,O,OP,H,HL,1,U,1,1,NA,1,1,NA,Curly Dock,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumex,longifolius,Caryophyllidae,Polygonaceae,1,O,OG,H,HL,2,U,1,1,NA,1,0,NA,Longleaved Dock,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumex,obtusifolius,Caryophyllidae,Polygonaceae,1,O,OD,H,HL,3,U,1,1,NA,1,0,NA,Blunt-leaved Dock,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sagina,procumbens,Caryophyllidae,Caryophyllaceae,0,O,OG RP,H,HA,4,U,1,1,NA,1,0,NA,Perennial Pearlwort,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sagittaria,latifolia,Alismatidae,Alismataceae,0,W,WP,H,HL,9,O,1,1,NA,1,1,NA,Broad-leaved Arrowhead,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0
Salix,bebbiana,Dilleniidae,Salicaceae,0,O,OD,S,S,2,U,1,1,NA,1,1,NA,Bebb's Willow,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix,discolor,Dilleniidae,Salicaceae,0,W,WO,S,S,5,U,1,1,NA,1,1,NA,Common Pussy Willow,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Salix,eriocephala,Dilleniidae,Salicaceae,0,W,WO,S,S,1,U,1,1,NA,1,1,S. cordata; S. rigida,Wooly-headed Willow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Salix,humilis,Dilleniidae,Salicaceae,0,O,OE,S,S,0,M,1,0,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix,lucida,Dilleniidae,Salicaceae,0,O W,OE WO,S,S,1,U,1,1,NA,1,1,NA,Shining Willow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix,sericea,Dilleniidae,Salicaceae,0,O,OP OW,S,S,1,U,1,1,NA,1,1,NA,Silky Willow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sambucus,canadensis,Asteridae,Caprifoliaceae,0,W,WO WS,S,S,7,O,1,1,NA,1,1,NA,White Elderberry,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
Sambucus,racemosa,Asteridae,Caprifoliaceae,0,F,FR,S,S,8,O,1,1,NA,1,1,S. pubens,Red Elderberry,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Sanguinaria,canadensis,Magnoliidae,Papaveraceae,0,F,FR,H,HS,2,U,1,1,NA,1,1,NA,Bloodroot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sanicula,marilandica,Rosidae,Apiaceae,0,F,FR,H,HL,0,M,1,1,NA,0,1,NA,Maryland Snakeroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saponaria,officinalis,Caryophyllidae,Caryophyllaceae,1,O,OD RP,H,HL,1,U,1,1,NA,1,1,NA,Bouncing Bet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarracenia,purpurea,Rosidae,Sarraceniaceae,0,W,WB,H,HL,3,U,1,1,NA,1,1,NA,Pitcher Plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Sassafras,albidum,Magnoliidae,Lauraceae,0,F,FR,T,T,3,U,1,1,NA,1,1,NA,Sassafras,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Saxifraga,pensylvanica,Rosidae,Saxifragaceae,0,W,WF,H,HE,2,U,1,1,NA,1,1,NA,Sawmp Saxifrage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Saxifraga,virginiensis,Rosidae,Saxifragaceae,0,F,FR,H,HE,2,U,1,1,NA,1,1,NA,Early Saxifrage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Schizachne,purpurascens,Commelinidae,Cyperaceae,0,F,FR,G,GS,1,U,1,1,NA,1,0,NA,False Melic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Schizachyrium,scoparium,Commelinidae,Poaceae,0,O,OP RP OB,G,GL,7,O,1,1,NA,1,1,Andropogon scoparius,Little Bluestem,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Schoenoplectus,purshianus,Commelinidae,Cyperaceae,0,W,WP,H,HL,0,M,1,1,NA,0,1,Scirpus p.,Pursh's Bulrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schoenoplectus,subterminalis,Commelinidae,Cyperaceae,0,W,WP,A,AS,2,U,1,1,NA,1,1,Scirpus subterminalis,Bug-on-a-Stick Bulrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Schoenoplectus,tabernaemontani,Commelinidae,Cyperaceae,0,W,WO WP,G,GL,4,U,1,1,NA,1,1,Scirpus validus; Scirpus tabern,Softstem Bulrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
Scilla,sibirica,Liliidae,Liliaceae,1,NA,NA,NA,NA,1,U,0,0,NDN,1,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scirpus,atrocinctus,Commelinidae,Cyperaceae,0,W,WO WP,G,GL,4,U,1,1,NA,1,1,S. cyperinus var. brachypodus,Black-banded Woolgrass,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Scirpus,cyperinus complex,Commelinidae,Cyperaceae,0,W,WO WP,G,GL,13,F,0,1,GEN,1,1,NA,Woolgrass,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
Scirpus,cyperinus sensu strictu,Commelinidae,Cyperaceae,0,W,WO WP,G,GL,5,U,1,1,NA,1,1,S. c. var. cyperinus,Woolgrass,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Scirpus,expansus,Commelinidae,Cyperaceae,0,W,WO,G,GL,1,U,1,1,NA,1,0,NA,Woodland Bulrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scirpus,hattorianus,Commelinidae,Cyperaceae,0,W ,WO,G,GL,8,O,1,1,NA,1,1,S. atrovirens,Hattori Bulrush,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Scirpus,microcarpus,Commelinidae,Cyperaceae,0,W,WO,G,GL,2,U,1,1,NA,1,1,S. rubrotinctus,Small-fruited Bulrush,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Scirpus,pedicellatus,Commelinidae,Cyperaceae,0,W,WO WP,G,GL,5,U,0,1,TAX,1,1,S. cyperinus var. p.,Pedicelled Woolgrass,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Scleranthus,annuus,Caryophyllidae,Caryophyllaceae,1,O,PR,H,HA,2,U,1,1,NA,1,1,NA,Knawell,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scutellaria,galericulata,Asteridae,Lamiaceae,0,W,WO WP,H,HL,2,U,1,1,NA,1,1,S. epilobifolia,Skullcap,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scutellaria,lateriflora,Asteridae,Lamiaceae,0,W,WO WP RW,H,HL,12,F,1,1,NA,1,1,NA,Mad-dog Skullcap,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1
Secale,cereale,Commelinidae,Cyperaceae,1,O,OD,G,GA,1,U,1,1,NA,1,0,NA,Rye,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum,telephium,Dilleniidae,Crassulaceae,1,O,RW,H,HL,8,O,1,1,NA,1,1,NA,Live-forever,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Sedum,ternatum,Dilleniidae,Crassulaceae,0,NA,NA,NA,NA,1,U,0,1,NDN,1,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selaginella,apoda,Pteridophyte,Selaginellaceae,0,O,OG,H,HE,1,U,1,1,NA,1,1,NA,Meadow Spike-moss,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senecio,aureus,Asteridae,Asteraceae,0,W,WF,H,HS,4,U,1,1,NA,1,1,NA,Golden Ragwort,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Senecio,obovatus,Asteridae,Asteraceae,0,F,FR,H,HS,1,U,1,1,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senecio,vulgaris,Asteridae,Asteraceae,1,O,OD,H,HA,1,U,1,1,NA,1,0,NA,European Groundsel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Setaria,faberi,Commelinidae,Poaceae,1,O,RP,G,GA,2,U,1,1,NA,1,0,NA,Nodding Foxtail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Setaria,pumila,Commelinidae,Poaceae,1,O,OD RP,G,GA,3,U,1,1,NA,1,0,S. lutescens; S. glauca,Yellow Foxtail Grass,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Setaria,viridis,Commelinidae,Poaceae,1,O,RP,G,GA,1,U,1,1,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silene,latifolia,Caryophyllidae,Caryophyllaceae,1,O,OD RP,H,HL,4,U,1,1,NA,1,1,NA,Common White Campion,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sisymbrium,altissimum,Dilleniidae,Brassicaceae,1,O,OD,H,HA,0,M,1,1,NA,0,1,NA,Tumble Mustard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sisymbrium,officinale,Dilleniidae,Brassicaceae,1,O,OP,H,HA,1,U,1,1,NA,1,0,NA,Hedge-mustard,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
